file_id,uuid,filename,dataset,speaker_id,sentence_id,emotion_raw,emotion_label,intensity,gender_x,age_x,orig_sample_rate,orig_duration_s,proc_sample_rate,proc_duration_s,silence_trimmed_s,split,split_strategy,gender_y,age_y
1029_ITH_SAD_XX,crema_d_1029_ITH_SAD_XX,1029_ITH_SAD_XX.wav,crema_d,1029,ITH,SAD,sad,unspecified,,,,,,,,,,female,33
1029_ITS_ANG_XX,crema_d_1029_ITS_ANG_XX,1029_ITS_ANG_XX.wav,crema_d,1029,ITS,ANG,anger,unspecified,,,16000.0,2.3356875,16000.0,3.0,0.5116875,,,female,33
1029_ITS_DIS_XX,crema_d_1029_ITS_DIS_XX,1029_ITS_DIS_XX.wav,crema_d,1029,ITS,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_ITS_FEA_XX,crema_d_1029_ITS_FEA_XX,1029_ITS_FEA_XX.wav,crema_d,1029,ITS,FEA,fear,unspecified,,,,,,,,,,female,33
1029_ITS_HAP_XX,crema_d_1029_ITS_HAP_XX,1029_ITS_HAP_XX.wav,crema_d,1029,ITS,HAP,happy,unspecified,,,16000.0,2.602625,16000.0,3.0,1.002625,,,female,33
1029_ITS_NEU_XX,crema_d_1029_ITS_NEU_XX,1029_ITS_NEU_XX.wav,crema_d,1029,ITS,NEU,neutral,unspecified,,,16000.0,1.901875,16000.0,3.0,0.525875,,,female,33
1029_ITS_SAD_XX,crema_d_1029_ITS_SAD_XX,1029_ITS_SAD_XX.wav,crema_d,1029,ITS,SAD,sad,unspecified,,,,,,,,,,female,33
1029_IWL_ANG_XX,crema_d_1029_IWL_ANG_XX,1029_IWL_ANG_XX.wav,crema_d,1029,IWL,ANG,anger,unspecified,,,16000.0,2.6693125,16000.0,3.0,0.8773125,,,female,33
1029_IWL_DIS_XX,crema_d_1029_IWL_DIS_XX,1029_IWL_DIS_XX.wav,crema_d,1029,IWL,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_IWL_FEA_XX,crema_d_1029_IWL_FEA_XX,1029_IWL_FEA_XX.wav,crema_d,1029,IWL,FEA,fear,unspecified,,,,,,,,,,female,33
1029_IWL_HAP_XX,crema_d_1029_IWL_HAP_XX,1029_IWL_HAP_XX.wav,crema_d,1029,IWL,HAP,happy,unspecified,,,16000.0,3.103125,16000.0,3.0,1.407125,,,female,33
1029_IWL_NEU_XX,crema_d_1029_IWL_NEU_XX,1029_IWL_NEU_XX.wav,crema_d,1029,IWL,NEU,neutral,unspecified,,,16000.0,2.56925,16000.0,3.0,0.61725,,,female,33
1029_IWL_SAD_XX,crema_d_1029_IWL_SAD_XX,1029_IWL_SAD_XX.wav,crema_d,1029,IWL,SAD,sad,unspecified,,,,,,,,,,female,33
1029_IWW_ANG_XX,crema_d_1029_IWW_ANG_XX,1029_IWW_ANG_XX.wav,crema_d,1029,IWW,ANG,anger,unspecified,,,16000.0,2.1354375,16000.0,3.0,0.8234375,,,female,33
1029_IWW_DIS_XX,crema_d_1029_IWW_DIS_XX,1029_IWW_DIS_XX.wav,crema_d,1029,IWW,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_IWW_FEA_XX,crema_d_1029_IWW_FEA_XX,1029_IWW_FEA_XX.wav,crema_d,1029,IWW,FEA,fear,unspecified,,,,,,,,,,female,33
1029_IWW_HAP_XX,crema_d_1029_IWW_HAP_XX,1029_IWW_HAP_XX.wav,crema_d,1029,IWW,HAP,happy,unspecified,,,16000.0,2.2755625,16000.0,3.0,1.1555625,,,female,33
1029_IWW_NEU_XX,crema_d_1029_IWW_NEU_XX,1029_IWW_NEU_XX.wav,crema_d,1029,IWW,NEU,neutral,unspecified,,,16000.0,1.8018125,16000.0,3.0,0.0098125,,,female,33
1029_IWW_SAD_XX,crema_d_1029_IWW_SAD_XX,1029_IWW_SAD_XX.wav,crema_d,1029,IWW,SAD,sad,unspecified,,,,,,,,,,female,33
1029_MTI_ANG_XX,crema_d_1029_MTI_ANG_XX,1029_MTI_ANG_XX.wav,crema_d,1029,MTI,ANG,anger,unspecified,,,16000.0,3.1364375,16000.0,3.0,1.0564375,,,female,33
1029_MTI_DIS_XX,crema_d_1029_MTI_DIS_XX,1029_MTI_DIS_XX.wav,crema_d,1029,MTI,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_MTI_FEA_XX,crema_d_1029_MTI_FEA_XX,1029_MTI_FEA_XX.wav,crema_d,1029,MTI,FEA,fear,unspecified,,,,,,,,,,female,33
1029_MTI_HAP_XX,crema_d_1029_MTI_HAP_XX,1029_MTI_HAP_XX.wav,crema_d,1029,MTI,HAP,happy,unspecified,,,16000.0,3.1364375,16000.0,3.0,1.4404375,,,female,33
1029_MTI_NEU_XX,crema_d_1029_MTI_NEU_XX,1029_MTI_NEU_XX.wav,crema_d,1029,MTI,NEU,neutral,unspecified,,,16000.0,2.035375,16000.0,3.0,0.275375,,,female,33
1029_MTI_SAD_XX,crema_d_1029_MTI_SAD_XX,1029_MTI_SAD_XX.wav,crema_d,1029,MTI,SAD,sad,unspecified,,,,,,,,,,female,33
1029_TAI_ANG_XX,crema_d_1029_TAI_ANG_XX,1029_TAI_ANG_XX.wav,crema_d,1029,TAI,ANG,anger,unspecified,,,16000.0,2.902875,16000.0,3.0,0.694875,,,female,33
1029_TAI_DIS_XX,crema_d_1029_TAI_DIS_XX,1029_TAI_DIS_XX.wav,crema_d,1029,TAI,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_TAI_FEA_XX,crema_d_1029_TAI_FEA_XX,1029_TAI_FEA_XX.wav,crema_d,1029,TAI,FEA,fear,unspecified,,,,,,,,,,female,33
1029_TAI_HAP_XX,crema_d_1029_TAI_HAP_XX,1029_TAI_HAP_XX.wav,crema_d,1029,TAI,HAP,happy,unspecified,,,16000.0,2.7694375,16000.0,3.0,1.0734375,,,female,33
1029_TAI_NEU_XX,crema_d_1029_TAI_NEU_XX,1029_TAI_NEU_XX.wav,crema_d,1029,TAI,NEU,neutral,unspecified,,,16000.0,1.8351875,16000.0,3.0,0.0431875,,,female,33
1029_TAI_SAD_XX,crema_d_1029_TAI_SAD_XX,1029_TAI_SAD_XX.wav,crema_d,1029,TAI,SAD,sad,unspecified,,,,,,,,,,female,33
1029_TIE_ANG_XX,crema_d_1029_TIE_ANG_XX,1029_TIE_ANG_XX.wav,crema_d,1029,TIE,ANG,anger,unspecified,,,16000.0,2.6359375,16000.0,3.0,1.2599375,,,female,33
1029_TIE_DIS_XX,crema_d_1029_TIE_DIS_XX,1029_TIE_DIS_XX.wav,crema_d,1029,TIE,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_TIE_FEA_XX,crema_d_1029_TIE_FEA_XX,1029_TIE_FEA_XX.wav,crema_d,1029,TIE,FEA,fear,unspecified,,,,,,,,,,female,33
1029_TIE_HAP_XX,crema_d_1029_TIE_HAP_XX,1029_TIE_HAP_XX.wav,crema_d,1029,TIE,HAP,happy,unspecified,,,16000.0,2.902875,16000.0,3.0,1.430875,,,female,33
1029_TIE_NEU_XX,crema_d_1029_TIE_NEU_XX,1029_TIE_NEU_XX.wav,crema_d,1029,TIE,NEU,neutral,unspecified,,,16000.0,2.56925,16000.0,3.0,0.16925,,,female,33
1029_TIE_SAD_XX,crema_d_1029_TIE_SAD_XX,1029_TIE_SAD_XX.wav,crema_d,1029,TIE,SAD,sad,unspecified,,,,,,,,,,female,33
1029_TSI_ANG_XX,crema_d_1029_TSI_ANG_XX,1029_TSI_ANG_XX.wav,crema_d,1029,TSI,ANG,anger,unspecified,,,16000.0,2.602625,16000.0,3.0,0.906625,,,female,33
1029_TSI_DIS_XX,crema_d_1029_TSI_DIS_XX,1029_TSI_DIS_XX.wav,crema_d,1029,TSI,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_TSI_FEA_XX,crema_d_1029_TSI_FEA_XX,1029_TSI_FEA_XX.wav,crema_d,1029,TSI,FEA,fear,unspecified,,,,,,,,,,female,33
1029_TSI_HAP_XX,crema_d_1029_TSI_HAP_XX,1029_TSI_HAP_XX.wav,crema_d,1029,TSI,HAP,happy,unspecified,,,16000.0,1.8018125,16000.0,3.0,0.6818125,,,female,33
1029_TSI_NEU_XX,crema_d_1029_TSI_NEU_XX,1029_TSI_NEU_XX.wav,crema_d,1029,TSI,NEU,neutral,unspecified,,,16000.0,1.8018125,16000.0,3.0,0.3938125,,,female,33
1029_TSI_SAD_XX,crema_d_1029_TSI_SAD_XX,1029_TSI_SAD_XX.wav,crema_d,1029,TSI,SAD,sad,unspecified,,,,,,,,,,female,33
1029_WSI_ANG_XX,crema_d_1029_WSI_ANG_XX,1029_WSI_ANG_XX.wav,crema_d,1029,WSI,ANG,anger,unspecified,,,16000.0,2.5025,16000.0,3.0,0.8385,,,female,33
1029_WSI_DIS_XX,crema_d_1029_WSI_DIS_XX,1029_WSI_DIS_XX.wav,crema_d,1029,WSI,DIS,disgust,unspecified,,,,,,,,,,female,33
1029_WSI_FEA_XX,crema_d_1029_WSI_FEA_XX,1029_WSI_FEA_XX.wav,crema_d,1029,WSI,FEA,fear,unspecified,,,,,,,,,,female,33
1029_WSI_HAP_XX,crema_d_1029_WSI_HAP_XX,1029_WSI_HAP_XX.wav,crema_d,1029,WSI,HAP,happy,unspecified,,,16000.0,2.3356875,16000.0,3.0,0.8956875,,,female,33
1029_WSI_NEU_XX,crema_d_1029_WSI_NEU_XX,1029_WSI_NEU_XX.wav,crema_d,1029,WSI,NEU,neutral,unspecified,,,16000.0,2.402375,16000.0,3.0,0.738375,,,female,33
1029_WSI_SAD_XX,crema_d_1029_WSI_SAD_XX,1029_WSI_SAD_XX.wav,crema_d,1029,WSI,SAD,sad,unspecified,,,,,,,,,,female,33
1030_DFA_ANG_XX,crema_d_1030_DFA_ANG_XX,1030_DFA_ANG_XX.wav,crema_d,1030,DFA,ANG,anger,unspecified,,,16000.0,2.2689375,16000.0,3.0,0.8929375,,,female,42
1030_DFA_DIS_XX,crema_d_1030_DFA_DIS_XX,1030_DFA_DIS_XX.wav,crema_d,1030,DFA,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_DFA_FEA_XX,crema_d_1030_DFA_FEA_XX,1030_DFA_FEA_XX.wav,crema_d,1030,DFA,FEA,fear,unspecified,,,,,,,,,,female,42
1030_DFA_HAP_XX,crema_d_1030_DFA_HAP_XX,1030_DFA_HAP_XX.wav,crema_d,1030,DFA,HAP,happy,unspecified,,,16000.0,2.6359375,16000.0,3.0,1.2599375,,,female,42
1030_DFA_NEU_XX,crema_d_1030_DFA_NEU_XX,1030_DFA_NEU_XX.wav,crema_d,1030,DFA,NEU,neutral,unspecified,,,16000.0,2.402375,16000.0,3.0,0.098375,,,female,42
1030_DFA_SAD_XX,crema_d_1030_DFA_SAD_XX,1030_DFA_SAD_XX.wav,crema_d,1030,DFA,SAD,sad,unspecified,,,,,,,,,,female,42
1030_IEO_ANG_HI,crema_d_1030_IEO_ANG_HI,1030_IEO_ANG_HI.wav,crema_d,1030,IEO,ANG,anger,high,,,16000.0,2.3356875,16000.0,3.0,0.7356875,,,female,42
1030_IEO_ANG_LO,crema_d_1030_IEO_ANG_LO,1030_IEO_ANG_LO.wav,crema_d,1030,IEO,ANG,anger,low,,,16000.0,2.06875,16000.0,3.0,0.78875,,,female,42
1030_IEO_ANG_MD,crema_d_1030_IEO_ANG_MD,1030_IEO_ANG_MD.wav,crema_d,1030,IEO,ANG,anger,medium,,,16000.0,2.6693125,16000.0,3.0,1.0053125,,,female,42
1030_IEO_DIS_HI,crema_d_1030_IEO_DIS_HI,1030_IEO_DIS_HI.wav,crema_d,1030,IEO,DIS,disgust,high,,,,,,,,,,female,42
1030_IEO_DIS_LO,crema_d_1030_IEO_DIS_LO,1030_IEO_DIS_LO.wav,crema_d,1030,IEO,DIS,disgust,low,,,,,,,,,,female,42
1030_IEO_DIS_MD,crema_d_1030_IEO_DIS_MD,1030_IEO_DIS_MD.wav,crema_d,1030,IEO,DIS,disgust,medium,,,,,,,,,,female,42
1030_IEO_FEA_HI,crema_d_1030_IEO_FEA_HI,1030_IEO_FEA_HI.wav,crema_d,1030,IEO,FEA,fear,high,,,,,,,,,,female,42
1030_IEO_FEA_LO,crema_d_1030_IEO_FEA_LO,1030_IEO_FEA_LO.wav,crema_d,1030,IEO,FEA,fear,low,,,,,,,,,,female,42
1030_IEO_FEA_MD,crema_d_1030_IEO_FEA_MD,1030_IEO_FEA_MD.wav,crema_d,1030,IEO,FEA,fear,medium,,,,,,,,,,female,42
1030_IEO_HAP_HI,crema_d_1030_IEO_HAP_HI,1030_IEO_HAP_HI.wav,crema_d,1030,IEO,HAP,happy,high,,,16000.0,1.901875,16000.0,3.0,0.845875,,,female,42
1030_IEO_HAP_LO,crema_d_1030_IEO_HAP_LO,1030_IEO_HAP_LO.wav,crema_d,1030,IEO,HAP,happy,low,,,16000.0,1.56825,16000.0,3.0,0.0,,,female,42
1030_IEO_HAP_MD,crema_d_1030_IEO_HAP_MD,1030_IEO_HAP_MD.wav,crema_d,1030,IEO,HAP,happy,medium,,,16000.0,1.8685,16000.0,3.0,0.8765,,,female,42
1030_IEO_NEU_XX,crema_d_1030_IEO_NEU_XX,1030_IEO_NEU_XX.wav,crema_d,1030,IEO,NEU,neutral,unspecified,,,16000.0,1.8018125,16000.0,3.0,0.032,,,female,42
1030_IEO_SAD_HI,crema_d_1030_IEO_SAD_HI,1030_IEO_SAD_HI.wav,crema_d,1030,IEO,SAD,sad,high,,,,,,,,,,female,42
1030_IEO_SAD_LO,crema_d_1030_IEO_SAD_LO,1030_IEO_SAD_LO.wav,crema_d,1030,IEO,SAD,sad,low,,,,,,,,,,female,42
1030_IEO_SAD_MD,crema_d_1030_IEO_SAD_MD,1030_IEO_SAD_MD.wav,crema_d,1030,IEO,SAD,sad,medium,,,,,,,,,,female,42
1030_IOM_ANG_XX,crema_d_1030_IOM_ANG_XX,1030_IOM_ANG_XX.wav,crema_d,1030,IOM,ANG,anger,unspecified,,,16000.0,2.8028125,16000.0,3.0,1.2348125,,,female,42
1030_IOM_DIS_XX,crema_d_1030_IOM_DIS_XX,1030_IOM_DIS_XX.wav,crema_d,1030,IOM,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_IOM_FEA_XX,crema_d_1030_IOM_FEA_XX,1030_IOM_FEA_XX.wav,crema_d,1030,IOM,FEA,fear,unspecified,,,,,,,,,,female,42
1030_IOM_HAP_XX,crema_d_1030_IOM_HAP_XX,1030_IOM_HAP_XX.wav,crema_d,1030,IOM,HAP,happy,unspecified,,,16000.0,2.06875,16000.0,3.0,0.11675,,,female,42
1030_IOM_NEU_XX,crema_d_1030_IOM_NEU_XX,1030_IOM_NEU_XX.wav,crema_d,1030,IOM,NEU,neutral,unspecified,,,16000.0,2.535875,16000.0,3.0,0.231875,,,female,42
1030_IOM_SAD_XX,crema_d_1030_IOM_SAD_XX,1030_IOM_SAD_XX.wav,crema_d,1030,IOM,SAD,sad,unspecified,,,,,,,,,,female,42
1030_ITH_ANG_XX,crema_d_1030_ITH_ANG_XX,1030_ITH_ANG_XX.wav,crema_d,1030,ITH,ANG,anger,unspecified,,,16000.0,3.06975,16000.0,3.0,1.05375,,,female,42
1030_ITH_DIS_XX,crema_d_1030_ITH_DIS_XX,1030_ITH_DIS_XX.wav,crema_d,1030,ITH,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_ITH_FEA_XX,crema_d_1030_ITH_FEA_XX,1030_ITH_FEA_XX.wav,crema_d,1030,ITH,FEA,fear,unspecified,,,,,,,,,,female,42
1030_ITH_HAP_XX,crema_d_1030_ITH_HAP_XX,1030_ITH_HAP_XX.wav,crema_d,1030,ITH,HAP,happy,unspecified,,,16000.0,2.43575,16000.0,3.0,0.70775,,,female,42
1030_ITH_NEU_XX,crema_d_1030_ITH_NEU_XX,1030_ITH_NEU_XX.wav,crema_d,1030,ITH,NEU,neutral,unspecified,,,16000.0,2.6693125,16000.0,3.0,0.0133125,,,female,42
1030_ITH_SAD_XX,crema_d_1030_ITH_SAD_XX,1030_ITH_SAD_XX.wav,crema_d,1030,ITH,SAD,sad,unspecified,,,,,,,,,,female,42
1030_ITS_ANG_XX,crema_d_1030_ITS_ANG_XX,1030_ITS_ANG_XX.wav,crema_d,1030,ITS,ANG,anger,unspecified,,,16000.0,2.3356875,16000.0,3.0,0.5756875,,,female,42
1030_ITS_DIS_XX,crema_d_1030_ITS_DIS_XX,1030_ITS_DIS_XX.wav,crema_d,1030,ITS,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_ITS_FEA_XX,crema_d_1030_ITS_FEA_XX,1030_ITS_FEA_XX.wav,crema_d,1030,ITS,FEA,fear,unspecified,,,,,,,,,,female,42
1030_ITS_HAP_XX,crema_d_1030_ITS_HAP_XX,1030_ITS_HAP_XX.wav,crema_d,1030,ITS,HAP,happy,unspecified,,,16000.0,2.7026875,16000.0,3.0,1.1026875,,,female,42
1030_ITS_NEU_XX,crema_d_1030_ITS_NEU_XX,1030_ITS_NEU_XX.wav,crema_d,1030,ITS,NEU,neutral,unspecified,,,16000.0,2.3356875,16000.0,3.0,0.064,,,female,42
1030_ITS_SAD_XX,crema_d_1030_ITS_SAD_XX,1030_ITS_SAD_XX.wav,crema_d,1030,ITS,SAD,sad,unspecified,,,,,,,,,,female,42
1030_IWL_ANG_XX,crema_d_1030_IWL_ANG_XX,1030_IWL_ANG_XX.wav,crema_d,1030,IWL,ANG,anger,unspecified,,,16000.0,3.003,16000.0,3.0,0.955,,,female,42
1030_IWL_DIS_XX,crema_d_1030_IWL_DIS_XX,1030_IWL_DIS_XX.wav,crema_d,1030,IWL,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_IWL_FEA_XX,crema_d_1030_IWL_FEA_XX,1030_IWL_FEA_XX.wav,crema_d,1030,IWL,FEA,fear,unspecified,,,,,,,,,,female,42
1030_IWL_HAP_XX,crema_d_1030_IWL_HAP_XX,1030_IWL_HAP_XX.wav,crema_d,1030,IWL,HAP,happy,unspecified,,,16000.0,2.3023125,16000.0,3.0,0.6703125,,,female,42
1030_IWL_NEU_XX,crema_d_1030_IWL_NEU_XX,1030_IWL_NEU_XX.wav,crema_d,1030,IWL,NEU,neutral,unspecified,,,16000.0,2.369,16000.0,3.0,0.641,,,female,42
1030_IWL_SAD_XX,crema_d_1030_IWL_SAD_XX,1030_IWL_SAD_XX.wav,crema_d,1030,IWL,SAD,sad,unspecified,,,,,,,,,,female,42
1030_IWW_ANG_XX,crema_d_1030_IWW_ANG_XX,1030_IWW_ANG_XX.wav,crema_d,1030,IWW,ANG,anger,unspecified,,,16000.0,2.369,16000.0,3.0,1.057,,,female,42
1030_IWW_DIS_XX,crema_d_1030_IWW_DIS_XX,1030_IWW_DIS_XX.wav,crema_d,1030,IWW,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_IWW_FEA_XX,crema_d_1030_IWW_FEA_XX,1030_IWW_FEA_XX.wav,crema_d,1030,IWW,FEA,fear,unspecified,,,,,,,,,,female,42
1030_IWW_HAP_XX,crema_d_1030_IWW_HAP_XX,1030_IWW_HAP_XX.wav,crema_d,1030,IWW,HAP,happy,unspecified,,,16000.0,2.7694375,16000.0,3.0,1.5214375,,,female,42
1030_IWW_NEU_XX,crema_d_1030_IWW_NEU_XX,1030_IWW_NEU_XX.wav,crema_d,1030,IWW,NEU,neutral,unspecified,,,16000.0,2.035375,16000.0,3.0,0.0,,,female,42
1030_IWW_SAD_XX,crema_d_1030_IWW_SAD_XX,1030_IWW_SAD_XX.wav,crema_d,1030,IWW,SAD,sad,unspecified,,,,,,,,,,female,42
1030_MTI_ANG_XX,crema_d_1030_MTI_ANG_XX,1030_MTI_ANG_XX.wav,crema_d,1030,MTI,ANG,anger,unspecified,,,16000.0,2.8695,16000.0,3.0,0.7895,,,female,42
1030_MTI_DIS_XX,crema_d_1030_MTI_DIS_XX,1030_MTI_DIS_XX.wav,crema_d,1030,MTI,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_MTI_FEA_XX,crema_d_1030_MTI_FEA_XX,1030_MTI_FEA_XX.wav,crema_d,1030,MTI,FEA,fear,unspecified,,,,,,,,,,female,42
1030_MTI_HAP_XX,crema_d_1030_MTI_HAP_XX,1030_MTI_HAP_XX.wav,crema_d,1030,MTI,HAP,happy,unspecified,,,16000.0,3.06975,16000.0,3.0,1.21375,,,female,42
1030_MTI_NEU_XX,crema_d_1030_MTI_NEU_XX,1030_MTI_NEU_XX.wav,crema_d,1030,MTI,NEU,neutral,unspecified,,,16000.0,2.3023125,16000.0,3.0,0.0623125,,,female,42
1030_MTI_SAD_XX,crema_d_1030_MTI_SAD_XX,1030_MTI_SAD_XX.wav,crema_d,1030,MTI,SAD,sad,unspecified,,,,,,,,,,female,42
1030_TAI_ANG_XX,crema_d_1030_TAI_ANG_XX,1030_TAI_ANG_XX.wav,crema_d,1030,TAI,ANG,anger,unspecified,,,16000.0,3.06975,16000.0,3.0,1.14975,,,female,42
1030_TAI_DIS_XX,crema_d_1030_TAI_DIS_XX,1030_TAI_DIS_XX.wav,crema_d,1030,TAI,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_TAI_FEA_XX,crema_d_1030_TAI_FEA_XX,1030_TAI_FEA_XX.wav,crema_d,1030,TAI,FEA,fear,unspecified,,,,,,,,,,female,42
1030_TAI_HAP_XX,crema_d_1030_TAI_HAP_XX,1030_TAI_HAP_XX.wav,crema_d,1030,TAI,HAP,happy,unspecified,,,16000.0,2.5025,16000.0,3.0,0.9345,,,female,42
1030_TAI_NEU_XX,crema_d_1030_TAI_NEU_XX,1030_TAI_NEU_XX.wav,crema_d,1030,TAI,NEU,neutral,unspecified,,,16000.0,2.902875,16000.0,3.0,0.032,,,female,42
1030_TAI_SAD_XX,crema_d_1030_TAI_SAD_XX,1030_TAI_SAD_XX.wav,crema_d,1030,TAI,SAD,sad,unspecified,,,,,,,,,,female,42
1030_TIE_ANG_XX,crema_d_1030_TIE_ANG_XX,1030_TIE_ANG_XX.wav,crema_d,1030,TIE,ANG,anger,unspecified,,,16000.0,3.37,16000.0,3.0,1.578,,,female,42
1030_TIE_DIS_XX,crema_d_1030_TIE_DIS_XX,1030_TIE_DIS_XX.wav,crema_d,1030,TIE,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_TIE_FEA_XX,crema_d_1030_TIE_FEA_XX,1030_TIE_FEA_XX.wav,crema_d,1030,TIE,FEA,fear,unspecified,,,,,,,,,,female,42
1030_TIE_HAP_XX,crema_d_1030_TIE_HAP_XX,1030_TIE_HAP_XX.wav,crema_d,1030,TIE,HAP,happy,unspecified,,,16000.0,2.7694375,16000.0,3.0,0.064,,,female,42
1030_TIE_NEU_XX,crema_d_1030_TIE_NEU_XX,1030_TIE_NEU_XX.wav,crema_d,1030,TIE,NEU,neutral,unspecified,,,16000.0,2.7360625,16000.0,3.0,0.8160625,,,female,42
1030_TIE_SAD_XX,crema_d_1030_TIE_SAD_XX,1030_TIE_SAD_XX.wav,crema_d,1030,TIE,SAD,sad,unspecified,,,,,,,,,,female,42
1030_TSI_ANG_XX,crema_d_1030_TSI_ANG_XX,1030_TSI_ANG_XX.wav,crema_d,1030,TSI,ANG,anger,unspecified,,,16000.0,2.43575,16000.0,3.0,1.05975,,,female,42
1030_TSI_DIS_XX,crema_d_1030_TSI_DIS_XX,1030_TSI_DIS_XX.wav,crema_d,1030,TSI,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_TSI_FEA_XX,crema_d_1030_TSI_FEA_XX,1030_TSI_FEA_XX.wav,crema_d,1030,TSI,FEA,fear,unspecified,,,,,,,,,,female,42
1030_TSI_HAP_XX,crema_d_1030_TSI_HAP_XX,1030_TSI_HAP_XX.wav,crema_d,1030,TSI,HAP,happy,unspecified,,,16000.0,2.7026875,16000.0,3.0,1.7426875,,,female,42
1030_TSI_NEU_XX,crema_d_1030_TSI_NEU_XX,1030_TSI_NEU_XX.wav,crema_d,1030,TSI,NEU,neutral,unspecified,,,16000.0,2.1354375,16000.0,3.0,0.0874375,,,female,42
1030_TSI_SAD_XX,crema_d_1030_TSI_SAD_XX,1030_TSI_SAD_XX.wav,crema_d,1030,TSI,SAD,sad,unspecified,,,,,,,,,,female,42
1030_WSI_ANG_XX,crema_d_1030_WSI_ANG_XX,1030_WSI_ANG_XX.wav,crema_d,1030,WSI,ANG,anger,unspecified,,,16000.0,2.969625,16000.0,3.0,1.145625,,,female,42
1030_WSI_DIS_XX,crema_d_1030_WSI_DIS_XX,1030_WSI_DIS_XX.wav,crema_d,1030,WSI,DIS,disgust,unspecified,,,,,,,,,,female,42
1030_WSI_FEA_XX,crema_d_1030_WSI_FEA_XX,1030_WSI_FEA_XX.wav,crema_d,1030,WSI,FEA,fear,unspecified,,,,,,,,,,female,42
1030_WSI_HAP_XX,crema_d_1030_WSI_HAP_XX,1030_WSI_HAP_XX.wav,crema_d,1030,WSI,HAP,happy,unspecified,,,16000.0,2.8361875,16000.0,3.0,1.1401875,,,female,42
1030_WSI_NEU_XX,crema_d_1030_WSI_NEU_XX,1030_WSI_NEU_XX.wav,crema_d,1030,WSI,NEU,neutral,unspecified,,,16000.0,2.1688125,16000.0,3.0,0.4408125,,,female,42
1030_WSI_SAD_XX,crema_d_1030_WSI_SAD_XX,1030_WSI_SAD_XX.wav,crema_d,1030,WSI,SAD,sad,unspecified,,,,,,,,,,female,42
1031_DFA_ANG_XX,crema_d_1031_DFA_ANG_XX,1031_DFA_ANG_XX.wav,crema_d,1031,DFA,ANG,anger,unspecified,,,16000.0,2.1688125,16000.0,3.0,0.6648125,,,male,31
1031_DFA_DIS_XX,crema_d_1031_DFA_DIS_XX,1031_DFA_DIS_XX.wav,crema_d,1031,DFA,DIS,disgust,unspecified,,,,,,,,,,male,31
1031_DFA_FEA_XX,crema_d_1031_DFA_FEA_XX,1031_DFA_FEA_XX.wav,crema_d,1031,DFA,FEA,fear,unspecified,,,,,,,,,,male,31
1031_DFA_HAP_XX,crema_d_1031_DFA_HAP_XX,1031_DFA_HAP_XX.wav,crema_d,1031,DFA,HAP,happy,unspecified,,,16000.0,2.402375,16000.0,3.0,0.0,,,male,31
1031_DFA_NEU_XX,crema_d_1031_DFA_NEU_XX,1031_DFA_NEU_XX.wav,crema_d,1031,DFA,NEU,neutral,unspecified,,,16000.0,2.402375,16000.0,3.0,0.002375,,,male,31
1031_DFA_SAD_XX,crema_d_1031_DFA_SAD_XX,1031_DFA_SAD_XX.wav,crema_d,1031,DFA,SAD,sad,unspecified,,,,,,,,,,male,31
1031_IEO_ANG_HI,crema_d_1031_IEO_ANG_HI,1031_IEO_ANG_HI.wav,crema_d,1031,IEO,ANG,anger,high,,,16000.0,2.402375,16000.0,3.0,1.122375,,,male,31
1031_IEO_ANG_LO,crema_d_1031_IEO_ANG_LO,1031_IEO_ANG_LO.wav,crema_d,1031,IEO,ANG,anger,low,,,16000.0,1.901875,16000.0,3.0,0.941875,,,male,31
1031_IEO_ANG_MD,crema_d_1031_IEO_ANG_MD,1031_IEO_ANG_MD.wav,crema_d,1031,IEO,ANG,anger,medium,,,16000.0,1.968625,16000.0,3.0,0.880625,,,male,31
1031_IEO_DIS_HI,crema_d_1031_IEO_DIS_HI,1031_IEO_DIS_HI.wav,crema_d,1031,IEO,DIS,disgust,high,,,,,,,,,,male,31
1031_IEO_DIS_LO,crema_d_1031_IEO_DIS_LO,1031_IEO_DIS_LO.wav,crema_d,1031,IEO,DIS,disgust,low,,,,,,,,,,male,31
1031_IEO_DIS_MD,crema_d_1031_IEO_DIS_MD,1031_IEO_DIS_MD.wav,crema_d,1031,IEO,DIS,disgust,medium,,,,,,,,,,male,31
